"r no ","ACCESSION_NO","LANG_CODE","పుస్తకం పేరు ","బుక్ నేమ్ ","రచయిత ","పబ్లిషర్ ","PLACE_OF_PUB","PAGINATION","ITEM_RUPEES","YEAR_OF_PUB"
"16832","3835","TEL","డాక్టరమ్మ ","DOCTORAMMA","BHARATI DEVI N","NAVARATNA  BOOK  CENTER","VIJAYAWADA","894.827","208","10"
"16834","38351","TEL","డాక్టర్ గారి భార్య ","DOCTORGARI BHARYA","కొమ్మూరి వేణుగోపాలరావు VENUGOPALARAO KOMMURI","DELUXE PUBLICATIONS","VIJAYAWADA","894.827","279","20"
"16837","38354","TEL","డాక్యుమెంట్స్ వ్రాయుట ","DOCUMENTS VRAYUTA","VENKATARAMANA VADLAMAANI NAGESH VARMA","SYAMALA PUBLICATIONS","KAKINADA","332.77","147","60"
"16838","38355","TEL","దొడ్డ రామాయణము ద్వితీయ భాగం ","DODDA RAMAYANAMU DWITHIYA BHAGAM","VENKATARAMAREDDY DODLA","PRABHODHA PUSTAKA NILAYAM","GUDURU","294.22","481","10"
"16839","38356","TEL","డాగ్ వాక్ ","DOG WALK","NAGIREDDY  N S","SRI PADMA PRIYA PUBLICATIONS","V IJAYAWADA","894.82731","260","32"
"16843","3836","TEL","దోమకధ ","DOMAKADHA","MAHESH","CHETHANA SAHITI","VIJAYA WADA","894.82432","28","0.5"
"16847","38364","TEL","దొంగలున్నారు జాగ్రత్త (నాటిక )","DONGALUNNARU JAGRATTA (NATIKA)","జ్ఞానశ్రీ GNANASRI","SRI ANDHRA KALA SEVA MANDIR","VIJAYANAGARAM","894.827213","32","0.8"
"16849","38366","TEL","దొంగను మార్చిన దొంగ ","DONGANU MARCHINA DONGA","RANJANI VLN","SAIDEDEEPYA PUBLICATIONS","VIJAYA WADA","894.82732","24","15"
"16853","3838","TEL","దొంగాట ","DONGATA","VENKATA కృష్ణమూర్తి KRISHNAMURTHI  MALLADI","శ్రీ శ్రీ SRI SRINIVASA PUBLICATION","GUNTUR","894.82731","347","36"
"16855","3840","TEL","డోరియన్ గ్రే","DORIAN GRAE","బెల్లంకొండ రామదాసు RAMADASU BELLAMKONDA","AADARSHA  GRANDA MANDALI","VIJAYA WADA","894.82731","362","3.8"
"16857","38401","TEL","దొరికితేనే దొంగ ","DORIKITENE DONGA","KALIKARI","SETAIRICAL ARTS PRACHURANALU","ELURU","894.127213","42","10"
"16861","38405","TEL","దోష నివారిణి ","DOSHA NIVARINI","ముంగల రంగారావు RANGARAO MUNAGALA","BAKSU MUDRANALAYAM","RAJAHMUNDRY","894.8271","33","0.2"
"16863","38407","TEL","దోషిఎవరు?","DOSHI EVARU?","VEDAVATHI PILLALAMARRI","RACHITRI","VISAKHAPATNAM","894.82731","161","10"
"16864","38408","TEL","దోషులెవరు ?","DOSHULEVARU","సి.ఆనందరామం ANANDARAMAM C","DALI PUBLICATIONS","VIJAYAWADA","894.82731","117","12"
"16865","38409","TEL","దోసిట్లో భూమండలం ","DOSITLO BHUMANDALAM","KAVITAPRASAD RALLABANDI","RALLABANDI KAVITAPRASAD","MACHILEEPATNAM","894.82719","92","50"
"16868","38411","TEL","డబుల్ డేంజర్ ","DOUBLE DANGER","PANUGANTI","శ్రీనివాస పబ్లికేషన్స్, మద్రాస్ ","GUNTUR","894.827313","208","50"
"16869","38412","TEL","డబుల్ గేమ్ ","DOUBLE GAME","BHARATHIDEVI N","NEELIMA PUBLICATION","VIJAYA WADA","894.82731","240","20"
"16870","38413","TEL","డా అంబేద్కర్ ను ఎందుకు గౌరవించాలి ఎలా అనుసరించాలి ","DR AMBEDKARNU ENDUKU GAURAVINCHALI ELA ANUSARINCHALI","VIJAYASAARADI VADDI","VISALANDRA BOOK HOUSE","HYDEARABAD","923.254","87","20"
"16871","38414","TEL","డా బి ఆర్ అంబేధ్కర్ ఆదర్శ జీవితము ","DR B R AMBEDHKAR AADHRSHA JEEVITHAMU","RAGHUAPTHI RAO JS","MADHURI PUBLICATIONS","VIJAYAWADA","923.654","89","45"
"16876","3842","TEL","డా బి ఆర్ అంబేద్కర్ విశ్వ విద్యాలయ ప్రవేశ పరీక్ష దర్శిని ","DR B R AMBEDKAR VISWA VIDYALAYA PRAVESA PARIKSHA DARSINI","RAMAకృష్ణ శాస్త్రి KRISHNA SASTRI V","V G S PUBLICATIONS","AMALAPURAM","001.076","190","54"
"16878","38422","TEL","డా భీమరావు అంబేద్కర్","DR BHEEMARAO AMBEDKAR","NARENDRA","NAVAMADHURI PUBLICATIONS","VIJAYAWADA","923.654","64","35"
"16879","38423","TEL","డా బిఆర్ అంభేడ్కర్","DR BR AMBEDHAKAR","SESHA RAAGAVAACHARI DN","BHARTHA BHARATH PUSTHAKAMALA","HYDEARABAD","923.654","46","8"
"16881","38425","TEL","డా సి నారాయణరెడ్డి కృతులు (సాహితీజీవితం)","DR C NARAYANAREDDY KRUTHULU (SAHITEEJEEVITHAM)","GURAPPA CHOUDARI M L","M SURIKALA DEVI","HYDERABAD","894.827101","395","95"
"16882","38426","TEL","డా సి ఆర్ రెడ్డి ","DR C R REDDY","ANJANEYULU D","SAHITHYA ACADAMY","NEW  DELHI","928.948271","76","5"
"16885","38429","TEL","డా సివి రామన్ ","DR CV RAMAN","KRISHNA BHAT A","SAHITYA NIKETHAN","VIJAYAWADA","925.354","56","6"
"16886","3843","TEL","డా దాశరధి రంగాచార్య రచనలు 8 అక్షర మంధాకవి వేదం నుంచి వాదం దాకా సాహిత్య సమాలోచనము","DR DASARADI RANGACHARYA RACHANALU 8 AKSHARA MANDAAKINI VEDAM NUNCHI VEDAM DAKAA SAAHITYA SAMALOCHANA","RANGACHARYA DASARADHI","DASARADI RANGACHARYA MAREDIPALLI","SECENDRABAD","808.88","557","200"
"16888","38431","TEL","డా జి నమ శివాయ షష్ఠి గమ్య న సంచిక ","DR G NAMASIVAYASHASTIPURTI GAMYANA SANCHIKA","SAKSHARA TANA KETAN","ANDHRA RASTRA ENDOMENTS DHARMA KARYALA SANGAM","VIJAYAWADA","926.1","151","1.5"
"16890","38433","TEL","డా హెడ్గేవార్ ","DR HEDGEVAR","SAKABUDDHI PR","SAHITYA NIKETHAN","VIJAYAWADA","922.945","64","6"
"16891","38434","TEL","డా  జగదీష్ చంద్ర బొసే","DR JAGADEESH CHANDRA BOSE","HARIPRASAD","BHARATHA BHARATH PUSTHAKAMALA","HYDEARABAD","925.8154","46","8"
"16894","38437","TEL","డా ఎం విశ్వవేశ్వర అయ్యా ","DR M VISESWARAYYA","SESHAGIRIRAO RAALLA","SAHITYA NIKETHAN","VIJAYAWADA","926.25484","56","6"
"16895","38438","TEL","డా సర్వేపల్లి రాధాకృష్ణ ","DR SARVEPALLI RAADHAKRISHNA","PRABHAKAR D K","ANJANI BOOK ENNTERPRISES","V IJAYAWADA","923.154","40","6"
"16899","38441","TEL","డా సర్వేపల్లి రాధాకృష్ణన్ ","DR SARVEPALLI రాధా RADHAKRISHNAN","YADAVALLI","NAVADURGA PUBLISHERS","TADEPALLI","923.254","39","2.5"
"16900","38442","TEL","డా సుబద్ర దేవి ","DR SUBADRA DEVI","SANDYA DEVI R","DELUX PUBLICATIONS","V IJAYAWADA","894.82731","264","20"
"16910","38451","TEL","డా సుచిత్ర దేవి ","DR SUCHITRA DEVI","ఆర్.సంధ్యాదేవి SANDYADEVI RANI","DELUX PUBLICATIONS","VIJAYA WADA","894.82731","264","20"
"16915","38456","TEL","డా. అలెగ్జెండర్ ప్లేమింగ్ ","DR.ALEXNDAR PLEMING","SATYANARAYANA M","SUSMITHA PUBLICATIONS","VIJYAWADA","610.92","64","39"
"16916","38457","TEL","ద్రద భాష ","DRADA BHASHA","GEETHA K","SATSA PRACHURANALU","HYDEARABAD","894.8271","140","40"
"16919","3846","TEL","ద్రహెలికా ప్రపంచం ","DRAHELIKA PRAPANCHAM","VENUGOPALARAO SURATTU","POTTI SREE RAMULU TELUGU UNIVERSITY","HYDRABAD","398.608","151","70"
"16925","3852","TEL","డ్రాకులా ","DRAKULA","విశ్వప్రసాద్ VISWAPRASAD","LAKSHMI PUBICATION","VIJAYA WADA","894.82731","252","22"
"16926","38520","TEL","ద్రావిడ భాషా పరిశీలనము ","DRAVIDA BHASA PARISEELANAMU","వజ్గల చినసీతారామస్వామిశాస్త్రి CHINASEETARAMASWAMYSASTRI VAJGALA","ANDHRA UNIVERSITY","WALTAIR","494.809","582","16"
"16927","38521","TEL","ద్రావిడ భాష పరిశీలనము 1","DRAVIDA BHASA PARISEELANAMU 1","వఘలచిన సీతారామస్వాయ్ VAGHALACHINA SETARAMASWAY","ANDHRA UNIVERSIITY","VALTERU","894.82789480","550","16"
"16928","38522","TEL","ద్రావిడ భాష పరిశీలన రెండవ సంపుటం ","DRAVIDA BHASHA PARISEELANA RENDAVA SAMPUTAM","CHINA SEETARAMA SASTRI VAJJALA","ANDHRA VISWA KALA PARISHAD","VISHAKAPATNAM","894.2409827","551","16"
"16929","38523","TEL","ద్రావిడ భాషా సామ్యములు ","DRAVIDA BHASHA SAMYAMULU","చిన్నసితారరామస్వామిశాస్త్రి CHINASITHARAMASWAMISASTRI","KAKARAPARTHI VENKATASITAMMA","VIJAYANAGARAM","894.8274948","182","5"
"16930","38524","TEL","ద్రావిడ భాష సామ్యములు ","DRAVIDABHASHA SAMYAMULU","CHINARAMASWAMI SASTRI VAJJAL","KAKARAPARTHI VENKATASITAMMA","VIJAYANAGARAM","894.8275","182","2.8"
"16931","38525","TEL","ద్రవీడు భాస పరిశీలనము మొదటి సంపూర్తం ","DRAVIDU BHASA PARISHEELANAMU MODATI SAMPUTAM","CHINA SEETARAMA SASTRI VAJJALA","ANDHRA VISWA KALA PARISHAD","VISHAKAPATNAM","894.2409827","542","16"
"16932","3853","TEL","ద్రవ్యధర్మాలు ధ్వని ","DRAVYA DHARMALU DWANI","BHASKARASARMA KSR","TELUGU ACADAMY","HYDERABAD","530.4","224","8.75"
"16936","3857","TEL","ద్రవ్య ప్రపంచం ","DRAVYA PRAPAMCHAM","BARDWAJ RAVURI","TELUGU VIDHYADHI PRACHURANALU","MACHALIPATNAM","894.82732","115","15"
"16937","3858","TEL","ద్రవ్య ప్రపంచం ","DRAVYA PRAPANCHAM","BHARADWAJA RAAVURI","SOWMYA PUBLICATIONS","MACHILIPATNAM","530","115","15"
"16938","3859","TEL","ద్రవ్యదర్మాలు ద్వని","DRAVYADARMAALU DVANI","కె.ఎస్.ఆర్.బాసరశర్మ K S R BASARASARMA","TELUGU  ACADAMI","HYDEABAD","894.82753042","224","8.75"
"16940","3861","TEL","ద్రవ్యం ","DRAVYAM","ఎమిలిబర్సన్ EMILIBARSON","VISALANDHRA","VIJAYAWADA","894.82709","96","0.87"
"16942","3863","TEL","ద్రవ్యము బ్యాంకింగ్ ","DRAVYAMU BANKING","రామమోహన్ RAMAMOHANARAO K","TELUGU ACADAMY","HYDERABAD","332.100","261","11.25"
"16943","3864","TEL","ద్రవ్యవాని విజ్ఞానము","DRAVYAVAANI VIGNANAMU","LAKSHMIPATHI ACHANTI","RACAHITA","మద్రాస్","615.536","98","1.5"
"16944","3865","TEL","డ్రాయింగ్ నేర్చుకోండి ","DRAWING NERCHUKONDI","T V","LIKHITA PRACHURAMU","V IJAYAWADA","741.01","77","45"
"16945","3866","TEL","డ్రీమ్ గర్ల్స్ ","DREAM GIRLS","SYLA KUMAR","J P PUBLICATIONS","V IJAYAWADA","894.82731","348","32"
"16946","3867","TEL","డ్రీమ్ లవర్ ","DREAM LOVER","SIVARAM","SIVA RAM PUBLISHING HOUSE","VIJAYAWADA","894.827313","224","50"
"16957","3868","TEL","డ్రింక్స్ కేక్ బిస్కట్స్ చాక్లెట్స్ ఐస్ క్రీమ్స్ సలాడ్స్ ","DRINKS CAKES BISCUTS CHOKOLETS ICE CREAMS SALADS","MALLESWARI S","DELUX  PUBLICATIONS","VIJAYA VADA","641.853","47","6"
"16965","38687","TEL","ద్రోహి ","DROHI","GIRIJA BHAGAVAN","NAGESWAR PUBLICATIONS","V IJAYAWADA","894.82731","202","25"
"16967","38689","TEL","ద్రోణుడు ","DRONUDU","RAMAGOPALAKRISHNA MURTHY K","SRI SAILAJA  PUBLICATION","VIJAYA WADA","894.82732","56","5"
"16969","38690","TEL","ద్రౌపదీ ","DROUPADI","వురుకూరు సత్యనారాయణరావు SATYANARAYANARAO VURUKURU","KONDAPALLI VEERAVENKAYYA AND SON","RAJAHMUDRY","894.827211","108","1.8"
"16973","3870","TEL","ద్రౌపాధి","DROWPADHI","NAARLA V R","NEW STUDENT BOOK CENTER","V IJAYAWADA","894.82721","66","30"
"16975","38701","TEL","డ్రగ్ రిలేషన్ షిప్ ","DRUG RELATION SHIP","SRIRAMAMURTHY SAMAVEDAM","వివేకానంద VIVEKANANDA PUBLISHERS","VIJAYAWADA 1","615.532","108","7"
"16976","3871","TEL","దృక్కోనాలు ","DRUKKONALU","NAVEEN AMPASAYA","PRATHYUSHA PRACHURANALU","WARANGAL","894.81333","122","60"
"16977","3872","TEL","ద్రౌపదీ ","DRUPADI","RAMAGOPAL KRISHNA MURTHYA K","SRI SAILAJA  PUBLICATION","VIJAYA WADA","894.82731","52","5"
"16978","3873","TEL","దృశా శాస్త్రము ","DRUSA SASTRAMU","PRASADHARAO CV","TELUGU ACADAMY","HYDERABAD","535","286","15.25"
"16980","3874","TEL","దృశ శాస్త్రము II","DRUSA SASTRAMU 2","పి.ఎస్.ఆర్.కృష్ణారావు P S R KRISHNARAO","TELUGU  ACADAMI","HYDEABAD","894.827535","280","11"
"16989","3875","TEL","దృశా శాస్త్రము మూలసూత్రాలు ","DRUSA SASTRAMU MULA SUTRALU","JANEKINS WHITE","TELUGU ACADAMY","HYDERABAD","535.1","796","5.5"
"16991","38751","TEL","దృష్టి ","DRUSHTI","NANDI NR","MAHALAXMI BOOK ENTERPRISES","VIJAYAWADA","894.827313","263","17"
"16995","38755","TEL","దృశ్యం ","DRUSYAM","VENKATASWAMY NAYUDU SADHANALA","SVS NAIDU","RAJAHMUNDRY","894.82719","72","15"
"16996","38756","TEL","దృత ప్రకృతి కవచకణం ","DRUTA PRAKRUTHI KAVACHAKANAM","NAGABUSHANAM AMBADAPUDI","AMBADIPUDI NAGABUSHANAM","GUNTUR 2","894.8275","346","30"
"16997","38757","TEL","ద్రుతపడ సామగ్రి ప్రదమ బాగం దృత స్వరూపనివేశన ","DRUTA VISHAYA SAMAGRI PRADAMABAGAM DRUTHA SWARUPANEVESHANA","NAGABUSHANAM AMBADAVYAPI","AMBADIPUDI NAGABUSHANAM","GUNTUR 2","894.8275","344","30"
"16998","3876","TEL","ద్రుత స్వరూపాన్వేషణ ము ","DRUTHA SWARUPAANWESHANAMU","NAGABHUSHANAM AMBADIPUDI","RACHAITA","GUNTUR","894.8277","344","30"
"17000","38765","TEL","దృవుడు","DRUVUDU","JAIPRAKASH NARAYAN A","BHARATHA BHARATHY PRACGHURANALU","HYDERABAD","894.82711","48","6"
"17001","38766","TEL","డిఎస్సి స్కూల్ అస్సిస్టంట్స్ మనోవిజ్ఞాన శాస్త్రం ","DSC - SCHOOL ASSISTANTS MANO VIGNANA SASTRAM","VENKAT ENAGANDULA","R C REDDY PUBLICATIONS","HYDERA BAD","001.076","356","65"
"17002","38767","TEL","డిఎస్సి స్కూల్అస్సిస్టెంట్స్ విద్యా మనో విజ్ఞాన శాస్త్రం 26 ప్రాక్టివే పేపర్స్ ","DSC - SCHOOL ASSISTANTS VIDYA MANOVIGNANA SASTRAM -26 PRACTICE PAPERS","DEVIKA RANI K","NEW ERA PUBLICATIONS","GUNTUR","001.076","176","89"
"17003","38768","TEL","డిఎస్సి 2004 ఎస్జిటి టెస్ట్ అల్ ఇన్ ఒన్ ","DSC 2004 SGT TEST ALL IN ONE","RAMKRISHANA S","NEW VISION PUBLICATIONS","HYDERABAD","370.77","560","146"
"17004","38769","TEL","dsc జనరల్ నాలెడ్జ్ (టి ఎం)","DSC GENERAL KNOWLEDGE (TM)","SIVAYYA PONNAGANTI","SRI ANU PUBLICATIONS","GUNTUR","001.076","356","120"
"17006","38770","TEL","డిఎస్సి జనరల్ నాలెడ్జ్ మరియు కరెంట్ అఫ్ఫైర్స్ ","DSC GENERAL KNOWLEDGE MARIYU CURRENT AFFAIRS","DEVIKA RANI K","NEW ERA PUBLICATIONS","GUNTUR","001.076","507","149"
"17007","38771","TEL","డిఎస్ సి హైటెక్ టాపర్స్ ఛాయిస్ ఎస్ జి టి టాప్ 30 ","DSC HAITEK TAPARS CHAIES SGT TOP","PRABHAKAR P","SREE PUBLICATION","ANATAPURAM","001.076","68","36"
"17008","38772","TEL","డిఎస్సి హైటెక్ తాపెర్స్ చాయిస్ ఇంగ్లిష్ ప్రాక్టీస్ పాపెర్స్ ","DSC HITECH TOPPERS CHOICE ENGLISH PRACTICE PAPERS","PRABHAKAR P","SREE PUBLICATION","ANANTAPUR","001.076","68","36"
"17009","38773","TEL","డిఎస్సి స్కూల్ అస్సిస్టెంట్స్ బిఓలోగీకల్ సైన్స్ (అల్ ఇన్ ఒన్ )","DSC SCHOOL ASISTANTS BIOLOGICAL SCIENCE(ALL IN ONE)","DEVIKA RANI K","NEW ERA PUBLICATIONS","GUNTUR","01.076","184","169"
"17010","38774","TEL","డిఎస్సి స్కూల్ అస్సిస్టెంట్స్ జనరల్ ఇంగ్లిష్ ","DSC SCHOOL ASISTANTS GENERAL ENGLISH","SRINIVAS SUCCESS","V G S BOOK LINKS","VIJAYAWADA","001.076","245","72"
"17011","38775","TEL","డిఎస్సి స్కూల్ అస్సిస్టెంట్స్ మేధమెటిక్స్ అల్ ఇన్ ఒన్ ","DSC SCHOOL ASISTANTS MATHEMATICS (ALL IN ONE)","DEVIKA RANI K","NEW ERA PUBLICATIONS","GUNTUR","001.076","184","169"
"17012","38776","TEL","డిఎస్సి స్కూల్ అస్సిస్టెంట్స్ మెథడాలజీ ఫిజికల్ సైన్సెస్ ","DSC SCHOOL ASISTANTS METHODOLOGY PHYSICAL SCIENCES","DEVADAS P","KUMAR BOOKS","VIJAYWADA","001.076","143","50"
"17014","38778","TEL","డిఎస్సి స్కూల్ ఆశీస్స్తంట్స్ ఫ్య్స్కియల్ సైన్స్","DSC SCHOOL ASISTANTS PHYSCIAL SCIENCES","NAGESH BANTU","NEW VISION PUBLICATIONS","HYDERABAD","371.10076","256","249"
"17015","3878","TEL","డిఎస్సి స్కూల్ అస్సిస్టెంట్స్ టాప్ 20 ఫిజికల్ సైన్సు ","DSC SCHOOL ASISTANTS PHYSCIAL SCIENCES TOP 20","DEVIKA RANI K","NEW ERA PUBLICATIONS","GUNTUR","001.076","282","149"
"17017","38781","TEL","డిఎస్సి స్కూల్ అస్సిస్టెంట్స్ సోషల్ స్టడీస్ మెటీరియల్ (అల్ ఇన్ ఒన్ )","DSC SCHOOL ASSISTANTS  SOCIAL STUIDES MATERIAL (ALL IN ONE)","DEVIKA RANI K","NEW ERA PUBLICATIONS","GUNTUR","001.076","184","169"
"17019","38783","TEL","డిఎస్సి స్కూల్ అస్సిస్టెంట్స్ విద్యా మనో విజ్ఞాన శాస్త్రం ","DSC SCHOOL ASSISTANTS  SOCIAL STUIDES VIDYA MANO VIGNANA SASTRAM","DEVADAS P","KUMAR BOOKS","VIJAYAWADA","001.076","153","602"
"17021","38785","TEL","డి ఎస్ సి స్కూల్ అస్సిస్టంట్స్ మ్యాధమెటిక్స్ ","DSC SCHOOL ASSISTANTS MATHEMATICS","SURESH SV","NEW VISION PUBLICATIONS","HYDERABAD","370.776","199","166"
"17022","38786","TEL","డిఎస్సి స్కూల్ అస్సిస్టెంట్స్ మెథడాలజీ సాంఘిక శాస్త్రం ","DSC SCHOOL ASSISTANTS METHADOLOGY SANGHIKA SASTRAM","ISAEL CHORAGUDI","KUMAR BOOKS","VIJAYAWADA","001.076","182","65"
"17025","38789","TEL","డిఎస్సి స్కూల్ అస్సిస్టెంట్స్ మెథడాలజీ సైన్సెస్ ","DSC SCHOOL ASSISTANTS METHODOLOGY BIOLOGICAL SCIENCES","MAZEED SK","KUMAR BOOKS","VIJAYAWADA","001.076","114","50"
